requested_amount_usd,application_date,request_title,screening_score,region_code,employment_tenure,debt_to_income
10000.0,2008-03-21,get caught up on all debt,471.0,de,10+ years,22.48
25000.0,2008-03-21,credit card debt /wedding /home,612.0,il,5 years,11.2
500.0,2008-03-21,test,658.0,va,< 1 year,0.48
5000.0,2008-03-21,education,,il,4 years,-1.0
6000.0,2008-03-21,consolidation / divorce lawyer,527.0,ca,10+ years,21.55
10000.0,2008-03-21,car loan,654.0,ca,10+ years,13.22
5000.0,2008-03-21,i have credit card debt that have very high interest rate (>30%). i would like to borrow money @ a lower interest rate to pay them off. i'm up to date on the payments but because of the high interest rate it seems that all my payments go toward the interest.,545.0,nj,7 years,10.46
16000.0,2008-03-21,credit card consolidation,635.0,co,< 1 year,7.5
3000.0,2008-03-21,pay my bills,440.0,ca,< 1 year,18.83
3000.0,2008-03-21,education masters,482.0,ny,< 1 year,1.78
20000.0,2008-03-21,getting back on course,634.0,ia,4 years,38.19
20000.0,2008-03-21,credit card,516.0,ny,1 year,10.72
5000.0,2008-03-21,refinance car loans,775.0,in,2 years,11.77
20000.0,2008-03-21,debt_consolidation,608.0,tx,< 1 year,42.83
3000.0,2008-03-21,moving son in with mother,454.0,al,< 1 year,4.07
7500.0,2008-03-21,debt consolidation,,ny,4 years,-1.0
13700.0,2008-03-21,american dream of homeownership,580.0,al,3 years,10552.94
5000.0,2008-03-21,real estate rehab loan,,mi,7 years,-1.0
6500.0,2008-03-21,financial security in college,491.0,ma,< 1 year,19.2
10000.0,2008-03-21,debt consolidation,421.0,va,9 years,17.98
11000.0,2008-03-21,consolidate intro apr's,747.0,ca,3 years,30.37
20000.0,2008-03-21,pay off debt,542.0,tx,4 years,0.89
1000.0,2008-03-21,single father of 2,520.0,in,10+ years,0.0
5000.0,2008-03-21,need loan to catch up on bills,572.0,oh,1 year,20.86
4500.0,2008-03-21,no where else to turn,425.0,de,4 years,48.05
16500.0,2008-03-21,reduce high interest rates,723.0,tx,10+ years,34.4
1500.0,2008-03-21,pay off payday loans,613.0,mo,10+ years,21.8
5000.0,2008-03-21,start a business/home downpayment/rental,450.0,dc,1 year,811.5
2500.0,2008-03-21,purchase inventory for new business idea,,ca,5 years,-1.0
3000.0,2008-03-21,debt consolidation,647.0,id,5 years,11.52
25000.0,2008-03-21,adult production investment,537.0,ca,2 years,0.0
25000.0,2008-03-21,cornell,659.0,ca,7 years,30.76
10000.0,2008-03-21,loan to rick,0.0,oh,10+ years,0.0
3000.0,2008-03-21,refinacing credit card,481.0,ca,< 1 year,20.6
25000.0,2008-03-21,c/c interest rates-highway robbery,,mi,10+ years,-1.0
7300.0,2008-03-21,transportation,622.0,ga,3 years,6.11
25000.0,2008-03-21,debtconsolidate,618.0,md,10+ years,6.84
5000.0,2008-03-21,home repairs,,ny,2 years,-1.0
10000.0,2008-03-21,chemotreatments and bill payoffs,410.0,ia,1 year,0.0
20000.0,2008-03-21,"life lesson learned, now i need to fix",517.0,mn,< 1 year,0.0
25000.0,2008-03-21,business expansion,507.0,ca,10+ years,0.64
7000.0,2008-03-21,abolish my debt,592.0,nj,4 years,508.0
7000.0,2008-03-21,help me complete my education,544.0,tn,9 years,35.76
7500.0,2008-03-21,debt consolidation,633.0,tx,2 years,11.49
5500.0,2008-03-21,doctor bills  hosptial bills credit card,520.0,wi,< 1 year,0.0
2800.0,2008-03-21,refinancing my engagement,635.0,mn,4 years,8.13
25000.0,2008-03-21,rehab,464.0,il,10+ years,3.8
7500.0,2008-03-21,"the battle begins, llc",743.0,mn,< 1 year,1.2
15000.0,2008-03-21,finance prototype for new product line,602.0,tn,10+ years,20.24
4000.0,2008-03-21,personal loan,616.0,ca,6 years,35.39
2500.0,2008-03-21,debt consolidation,418.0,ca,< 1 year,13.77
3000.0,2008-03-21,clearing debt & starting school,627.0,ny,3 years,0.64
15000.0,2008-03-21,finally repairing credit....great income,607.0,ca,2 years,0.0
7500.0,2008-03-21,somethings got to give and fast,640.0,ca,2 years,8.26
8975.0,2008-03-22,car financing for working student.,0.0,nv,< 1 year,0.0
5000.0,2008-03-22,need help,471.0,ri,10+ years,11.66
8000.0,2008-03-22,personal loan,504.0,ct,10+ years,11.87
20000.0,2008-03-22,pay it off,555.0,ny,10+ years,18.93
500.0,2008-03-22,need help electric bill too high,588.0,tn,4 years,7.83
15000.0,2008-03-22,consolidate,551.0,va,10+ years,49.71
25000.0,2008-03-22,car for daughter - college,544.0,co,< 1 year,2.51
5000.0,2008-03-22,pay off debt,607.0,nc,1 year,2.5
23000.0,2008-03-22,get debt free 2008,639.0,va,5 years,35.58
12000.0,2008-03-22,need a loan,422.0,tn,2 years,54.0
1750.0,2008-03-22,want to consolidate some small debts,520.0,ok,2 years,10.75
3000.0,2008-03-22,determined to get out of debt,556.0,in,2 years,33.78
25000.0,2008-03-22,debt consolidation,709.0,ny,10+ years,56.11
500.0,2008-03-22,education,471.0,de,10+ years,0.0
900.0,2008-03-22,i need assistance,537.0,ny,2 years,0.0
3000.0,2008-03-22,personal loan,579.0,co,5 years,1.25
6600.0,2008-03-22,debt free dream,628.0,vt,5 years,49.58
5000.0,2008-03-22,wedding reception,544.0,wi,7 years,0.0
10000.0,2008-03-22,medical bills consolidation,0.0,ar,< 1 year,0.0
11150.0,2008-03-22,debt consolidation,650.0,ga,1 year,40.04
25000.0,2008-03-22,refinance my car,532.0,ny,4 years,8.17
10000.0,2008-03-22,car financing,0.0,ny,1 year,0.0
15000.0,2008-03-22,commbine debt to one single payment,442.0,pa,7 years,22.37
3000.0,2008-03-22,i need help!!,477.0,fl,2 years,0.48
5000.0,2008-03-22,doug kobus,573.0,ny,1 year,0.4
3000.0,2008-03-22,personal bills to pay off,581.0,il,10+ years,0.0
8500.0,2008-03-22,house loan,498.0,sc,10+ years,0.0
3000.0,2008-03-22,trying to save my marriage.........,500.0,sc,1 year,0.0
5000.0,2008-03-22,real estate agent,444.0,sc,4 years,26.52
5000.0,2008-03-22,reliable used car for work,603.0,id,8 years,6.73
10000.0,2008-03-22,car purchase and debt payoff,501.0,ny,1 year,0.0
17000.0,2008-03-22,struggling single mother,420.0,ca,2 years,20.4
17000.0,2008-03-22,need a consolidation loan,524.0,ga,10+ years,19.91
5000.0,2008-03-22,moving expence,527.0,ar,< 1 year,16.38
3000.0,2008-03-22,car loan,465.0,ms,1 year,13.64
17500.0,2008-03-22,refinancing car,592.0,wi,7 years,26.52
2000.0,2008-03-22,car repair,,fl,< 1 year,-1.0
25000.0,2008-03-22,help,536.0,ga,1 year,44.24
18000.0,2008-03-22,boat loan,0.0,sc,2 years,0.0
1500.0,2008-03-22,wedding ring,483.0,nm,7 years,21.13
2400.0,2008-03-22,consolidate,646.0,il,1 year,0.63
5000.0,2008-03-22,condebt,560.0,de,7 years,60.98
6000.0,2008-03-22,new start,435.0,sc,< 1 year,0.0
6000.0,2008-03-22,wamu,705.0,ny,3 years,56.45
6000.0,2008-03-22,home repairs,515.0,ny,1 year,0.0
3000.0,2008-03-22,getting 1 payment to 1 person,556.0,in,< 1 year,17.9
15000.0,2008-03-22,paying off my debt,497.0,ct,< 1 year,0.0
16500.0,2008-03-22,ending my debt,431.0,md,2 years,11.98
10000.0,2008-03-22,debt consolidation,481.0,ca,< 1 year,0.0
1500.0,2008-03-22,payoff credit cards,604.0,oh,< 1 year,39.72
3000.0,2008-03-22,bring the bills down!,490.0,ca,10+ years,35.52
3000.0,2008-03-22,pay down credit cards,560.0,nc,2 years,12.94
8000.0,2008-03-22,need help to buy a house,652.0,fl,2 years,25.77
5025.0,2008-03-22,looking for relief,,pa,< 1 year,-1.0
500.0,2008-03-22,debt consolidate,482.0,pa,< 1 year,0.0
500.0,2008-03-22,educational loan,689.0,va,4 years,0.74
1500.0,2008-03-22,the purpose to pay a debt,536.0,in,2 years,19.39
1000.0,2008-03-22,medical2008,505.0,in,< 1 year,0.0
5000.0,2008-03-22,need help!,601.0,oh,1 year,18.7
15000.0,2008-03-22,home and taxes,539.0,ny,9 years,17.49
1200.0,2008-03-22,help,466.0,ny,5 years,41.28
25000.0,2008-03-22,funding needed for production run,614.0,nj,3 years,21.31
4000.0,2008-03-22,please help me save a horse!,519.0,tn,3 years,31.65
15000.0,2008-03-22,improvement,584.0,ca,4 years,15.48
3000.0,2008-03-22,debt,505.0,co,< 1 year,0.0
3500.0,2008-03-22,medical,647.0,ky,10+ years,28.44
2500.0,2008-03-22,auto repair loan,498.0,ny,1 year,1.75
8000.0,2008-03-22,remy's credit card refi,498.0,il,10+ years,21.66
15000.0,2008-03-22,debt consolidation for doctoral student!,592.0,tn,< 1 year,24.39
2000.0,2008-03-22,school loan,466.0,sc,< 1 year,10.0
3000.0,2008-03-22,lower dti,,az,1 year,-1.0
25000.0,2008-03-22,business loan,587.0,fl,2 years,26.43
15000.0,2008-03-22,markstruck,590.0,ct,10+ years,0.0
24000.0,2008-03-22,need fuel efficient car,638.0,wi,< 1 year,18.32
12000.0,2008-03-22,credit card consolidation,627.0,ok,1 year,47.25
25000.0,2008-03-22,1 loan,640.0,ga,< 1 year,31.36
6500.0,2008-03-22,debt consolidation loan,494.0,ar,2 years,0.0
25000.0,2008-03-22,"change my life, please!",546.0,or,10+ years,8.36
2000.0,2008-03-22,debt consolidation,670.0,me,3 years,16.06
7500.0,2008-03-22,paying off taxes & delinquent car loan,598.0,ca,< 1 year,10.8
10000.0,2008-03-22,sales manager,,fl,10+ years,-1.0
10000.0,2008-03-22,consolidating debt live longer,577.0,fl,2 years,13.77
25000.0,2008-03-22,debt consolidation,695.0,ny,< 1 year,156.96
13000.0,2008-03-22,consolidate debt loan,595.0,mi,10+ years,8.75
10000.0,2008-03-22,visa card,646.0,fl,< 1 year,36.11
25000.0,2008-03-22,paying off credit cards,642.0,in,10+ years,41.65
1500.0,2008-03-22,other,677.0,id,< 1 year,9.87
10000.0,2008-03-22,my speed bump,439.0,wi,8 years,18.63
500.0,2008-03-22,back state taxes,480.0,md,5 years,19.52
2000.0,2008-03-22,sskohl,500.0,il,3 years,0.0
15000.0,2008-03-22,i need to feel alive again.,610.0,fl,5 years,51.08
25000.0,2008-03-22,moneytolend,682.0,wi,2 years,0.99
6000.0,2008-03-22,consolidation loan,480.0,de,6 years,22.77
25000.0,2008-03-22,reduce credit card debt/home improvemet,724.0,in,< 1 year,38.72
2000.0,2008-03-22,school & bills,565.0,ny,3 years,10.95
2000.0,2008-03-22,fresh start,431.0,ct,< 1 year,52.2
7000.0,2008-03-22,student loan,686.0,ny,< 1 year,4.2
5000.0,2008-03-22,consolidation loan,482.0,de,4 years,17.73
15000.0,2008-03-22,pay of high intrest rates with 1 payment,607.0,sc,10+ years,24.58
6000.0,2008-03-22,help,629.0,vt,2 years,44.32
15000.0,2008-03-22,need to move and start a business,513.0,ca,1 year,0.0
18000.0,2008-03-22,credit card consolidation,496.0,dc,< 1 year,34.17
4500.0,2008-03-22,trying to get on the right track,489.0,pa,< 1 year,0.0
8000.0,2008-03-22,credit card consolidation,592.0,mo,3 years,8.23
10000.0,2008-03-22,need to replace 10 year old car,602.0,tx,2 years,0.57
9000.0,2008-03-22,consolidated loan,640.0,tx,6 years,18.76
12000.0,2008-03-22,small buisness loan,769.0,wi,10+ years,56.48
18000.0,2008-03-22,trying to get back on my feet!,496.0,ar,7 years,8.38
5000.0,2008-03-22,paying bills during rough time,395.0,mi,< 1 year,0.48
8000.0,2008-03-22,credit card consolidation,622.0,mo,< 1 year,15.98
7500.0,2008-03-22,car loan,495.0,sc,1 year,0.0
25000.0,2008-03-22,home down payment,653.0,sc,8 years,27.79
25000.0,2008-03-22,school loan,,oh,10+ years,-1.0
3500.0,2008-03-22,moving and car,558.0,ca,< 1 year,1.42
6000.0,2008-03-22,consolidating high interest cards,625.0,ga,< 1 year,4.55
15000.0,2008-03-22,help me please iam a father of 5 kids,0.0,pa,< 1 year,0.0
15000.0,2008-03-22,father of 5 kids need help,0.0,pa,5 years,0.0
1200.0,2008-03-22,bills,,co,< 1 year,-1.0
10000.0,2008-03-22,help to pay taxes and credit debt,593.0,pa,2 years,24.08
5000.0,2008-03-22,car to get back and fourth to work,500.0,ca,2 years,17.14
10000.0,2008-03-22,second chance on life,424.0,pa,1 year,11.28
25000.0,2008-03-22,operating capital for my business,,ny,< 1 year,-1.0
5000.0,2008-03-22,gettin married,536.0,tx,< 1 year,13.71
6000.0,2008-03-22,credit card payoff,645.0,fl,1 year,6.96
20000.0,2008-03-22,debt_consolidation,686.0,tx,< 1 year,80.5
5000.0,2008-03-22,education expenses,556.0,fl,1 year,234.24
11000.0,2008-03-22,payoff american express,661.0,pa,3 years,9.24
3000.0,2008-03-22,pay car taxes and back rent,431.0,ct,2 years,18.39
5000.0,2008-03-22,personal,546.0,mo,< 1 year,0.0
12000.0,2008-03-22,other,,nj,< 1 year,0.0
1000.0,2008-03-22,debt,470.0,nj,3 years,4.28
1000.0,2008-03-22,wedding,,nj,2 years,-1.0
15000.0,2008-03-22,money down on a new car,479.0,md,3 years,56.4
5000.0,2008-03-22,need o get to one payment,538.0,mo,1 year,18.44
9500.0,2008-03-22,help me record my cd in a studio!!!,622.0,pa,< 1 year,5.6
10000.0,2008-03-22,catch 22 on life.,651.0,mo,< 1 year,328.15
500.0,2008-03-22,paying off bills,550.0,ma,1 year,0.0
15000.0,2008-03-22,payoffdebt,566.0,tx,< 1 year,62.53
800.0,2008-03-22,personal loan,478.0,ny,< 1 year,0.0
2200.0,2008-03-22,lower interest rate,515.0,fl,1 year,18.04
20000.0,2008-03-22,debt_consolidation,708.0,pa,< 1 year,24.27
6500.0,2008-03-22,business start up cost,453.0,ri,8 years,14.06
15000.0,2008-03-22,deserving of a second chance,584.0,tx,10+ years,38.43
5800.0,2008-03-22,help with consolidated all my bills,476.0,ri,4 years,3.53
2000.0,2008-03-22,putting some small bills into one.,417.0,il,10+ years,5.4
17500.0,2008-03-22,credit card bills and motorcycle bill,649.0,ny,< 1 year,177.71
4500.0,2008-03-22,refinancecards,677.0,il,4 years,20.72
15000.0,2008-03-22,dying to get my phd!!,0.0,mi,10+ years,0.0
10000.0,2008-03-22,soldier in trouble,479.0,fl,1 year,36.96
6000.0,2008-03-22,personal loan,0.0,mo,< 1 year,0.0
7300.0,2008-03-22,consolidate credit cards,700.0,ny,< 1 year,29.51
10000.0,2008-03-22,to big of a heart,642.0,fl,1 year,0.37
10000.0,2008-03-22,debt consolidation,473.0,tx,1 year,4.44
16000.0,2008-03-22,50 acres down,675.0,il,6 years,7.59
7500.0,2008-03-22,one bill / zero loan companys,602.0,ga,10+ years,23.37
7500.0,2008-03-22,fresh start,506.0,nc,< 1 year,41.34
2500.0,2008-03-22,college student needs a car,0.0,tx,< 1 year,1.33
10000.0,2008-03-22,major_purchase,672.0,tx,< 1 year,0.24
15000.0,2008-03-22,consolidate,523.0,ca,10+ years,52.28
5000.0,2008-03-22,other,,il,< 1 year,0.0
15000.0,2008-03-22,debt_consolidation,679.0,pa,< 1 year,30.25
5000.0,2008-03-22,business loan,,il,< 1 year,-1.0
25000.0,2008-03-22,pay down high interest credit card debt,716.0,in,4 years,62.56
13000.0,2008-03-22,paying off high interest credit cards,611.0,fl,8 years,41.59
5000.0,2008-03-22,get out of det,516.0,pa,9 years,57.24
8000.0,2008-03-22,help with my debt,519.0,ca,9 years,6.26
7000.0,2008-03-22,cleaning up after divorce,640.0,va,3 years,194.57
1000.0,2008-03-22,moving out of parents house,577.0,co,< 1 year,41.53
10000.0,2008-03-22,need loan to get ahead!!!!!,541.0,sc,5 years,0.0
3500.0,2008-03-22,neep help finishing college,597.0,tx,1 year,2.18
4000.0,2008-03-22,consolidate two 2k cc debts to low rate,732.0,in,6 years,31.69
2500.0,2008-03-22,vacation,438.0,ca,3 years,25.37
5000.0,2008-03-22,help consolidate,472.0,ny,6 years,30.92
25000.0,2008-03-22,business expansion,702.0,ny,9 years,32.51
2750.0,2008-03-22,medical bills,0.0,or,3 years,0.0
500.0,2008-03-22,wedding,571.0,ar,< 1 year,0.0
8000.0,2008-03-22,bookstore credit card consolidation,678.0,ca,9 years,19.36
5000.0,2008-03-22,consolidate bookstore credit card loan,666.0,ca,< 1 year,96.85
2000.0,2008-03-23,debt refinance and extra cash needed,645.0,co,2 years,24.06
8000.0,2008-03-23,debt_consolidation,,ca,< 1 year,0.0
1000.0,2008-03-23,trying to get back on track,620.0,ca,< 1 year,21.3
20000.0,2008-03-23,refinance car and consolidate debt,617.0,ny,5 years,27.07
25000.0,2008-03-23,getting back,509.0,in,< 1 year,36.45
3500.0,2008-03-23,help - please,452.0,nj,10+ years,24.36
20000.0,2008-03-23,consolidate too many balances,701.0,ma,7 years,22.93
25000.0,2008-03-23,money help,455.0,nd,< 1 year,5.98
7500.0,2008-03-23,angela hogan,593.0,al,4 years,18.91
1000.0,2008-03-23,moving,,md,< 1 year,-1.0
15000.0,2008-03-23,starting over,,mi,10+ years,-1.0
10000.0,2008-03-23,consolidating bills for cheaper payment,684.0,fl,2 years,20.07
5000.0,2008-03-23,rooling in all debts,625.0,ga,4 years,12.6
1525.0,2008-03-23,house,486.0,oh,3 years,1.61
20000.0,2008-03-23,debt consolidation,736.0,tx,2 years,32.83
10000.0,2008-03-23,education expenses for my wife,,il,1 year,-1.0
13000.0,2008-03-23,fairly new auto,625.0,pa,10+ years,3.34
5000.0,2008-03-23,dental implant expenses,563.0,ca,6 years,6.85
15000.0,2008-03-23,settling debt before moving overseas,614.0,md,< 1 year,20.33
5000.0,2008-03-23,my daughters,506.0,ny,10+ years,0.0
3500.0,2008-03-23,going to college,473.0,pa,< 1 year,26.88
12000.0,2008-03-23,pay off my credit cards,654.0,il,3 years,35.63
25000.0,2008-03-23,novato project,,ca,10+ years,-1.0
7500.0,2008-03-23,david losh,0.0,sc,< 1 year,0.0
2500.0,2008-03-23,helpusindebt,416.0,pa,1 year,186.0
12000.0,2008-03-23,debt consolidation,519.0,mi,4 years,23.45
18000.0,2008-03-23,get my debt on track!,633.0,sc,< 1 year,26.44
20000.0,2008-03-23,consolidate loans to help,542.0,tx,10+ years,54.12
25000.0,2008-03-23,debit consolidation,707.0,mi,5 years,27.41
1000.0,2008-03-23,buying a trailer,0.0,ms,< 1 year,7.8
5000.0,2008-03-23,getridofdebt,712.0,pa,< 1 year,15.2
12500.0,2008-03-23,debt free in 3,637.0,ga,9 years,19.03
7500.0,2008-03-23,need a reliable care,414.0,wi,1 year,0.0
5000.0,2008-03-23,medical,,ny,1 year,-1.0
6000.0,2008-03-23,awards & fundraising to high schools,740.0,mi,10+ years,114.8
2000.0,2008-03-23,consolidate credit cards,635.0,tx,< 1 year,27.42
20000.0,2008-03-23,home loan,531.0,ga,< 1 year,0.0
2000.0,2008-03-23,credit cards,559.0,ca,3 years,21.75
2000.0,2008-03-23,home_improvement,631.0,oh,< 1 year,24.64
3500.0,2008-03-23,debt repayment,410.0,or,4 years,8.1
10000.0,2008-03-23,need money to to pay off debt,525.0,il,8 years,7.49
11000.0,2008-03-23,want to consolidate high interest cards,612.0,ca,< 1 year,16.4
3000.0,2008-03-23,getting a new job 50 miles away!,629.0,ca,1 year,10.03
10000.0,2008-03-23,debt,659.0,ma,1 year,13.82
25000.0,2008-03-23,house addition,0.0,in,< 1 year,0.0
6000.0,2008-03-23,debt_consolidation,,tn,< 1 year,0.0
5000.0,2008-03-23,forclosure financing,555.0,oh,1 year,0.0
6000.0,2008-03-23,to help pay off bills,459.0,il,< 1 year,10.22
25000.0,2008-03-23,incorporating!!!,574.0,ca,2 years,0.0
4250.0,2008-03-23,need a car to travel to school and back.,0.0,pa,1 year,0.0
3000.0,2008-03-23,cua.edu,660.0,md,2 years,0.0
12000.0,2008-03-23,debt_consolidation,646.0,nj,< 1 year,46.85
12000.0,2008-03-23,other,664.0,tx,< 1 year,0.9
2000.0,2008-03-23,paying off debt to work part-time,474.0,co,< 1 year,531.0
2500.0,2008-03-23,shaun logue's medical loan,517.0,ma,1 year,19.34
5000.0,2008-03-23,help !!!,439.0,in,< 1 year,13.5
10000.0,2008-03-23,paying off debt,797.0,il,10+ years,15.57
2000.0,2008-03-23,"a little debt, a lot of growth",499.0,nc,1 year,5.31
6000.0,2008-03-23,other,674.0,ga,< 1 year,2.29
15000.0,2008-03-23,need a break!,691.0,tx,< 1 year,46.8
4000.0,2008-03-23,debt consolidation,444.0,fl,2 years,15.29
7500.0,2008-03-23,shovel head,0.0,tx,< 1 year,0.0
11300.0,2008-03-23,debt_consolidation,714.0,al,< 1 year,28.39
3500.0,2008-03-23,just for fun,689.0,sd,< 1 year,592.57
3000.0,2008-03-23,pay down some credit cards,441.0,nj,10+ years,1.73
7500.0,2008-03-23,major_purchase,,nj,< 1 year,0.0
1500.0,2008-03-23,trying to catch up,447.0,fl,< 1 year,331.0
5000.0,2008-03-23,caribbean cruse,669.0,la,1 year,43.6
2000.0,2008-03-23,medical,680.0,co,< 1 year,1.2
6000.0,2008-03-23,help me buy a new car,605.0,ca,< 1 year,1.83
11000.0,2008-03-23,erick,594.0,il,10+ years,2.04
2000.0,2008-03-23,vintage volkswagen purchase,639.0,tx,5 years,3.71
7500.0,2008-03-23,new life,,ar,4 years,-1.0
5000.0,2008-03-23,starting over the right way,442.0,mi,5 years,5.1
19000.0,2008-03-23,other,665.0,md,< 1 year,0.74
9000.0,2008-03-23,debt consolidation,649.0,tx,4 years,41.74
2000.0,2008-03-23,personal,0.0,al,< 1 year,1.25
10000.0,2008-03-23,home,451.0,me,8 years,20.09
6000.0,2008-03-23,trying this loan avenue out,646.0,il,< 1 year,45.09
10000.0,2008-03-23,other,638.0,fl,< 1 year,31.02
3000.0,2008-03-23,need new car,592.0,ma,5 years,0.0
15000.0,2008-03-23,student loan payoff,726.0,la,1 year,20.62
4800.0,2008-03-23,moving to new home,484.0,fl,2 years,45.23
11000.0,2008-03-23,consolidate debt,440.0,nc,4 years,96.07
9000.0,2008-03-23,citifinancial,588.0,in,3 years,20.91
6000.0,2008-03-23,car loan,539.0,co,2 years,11.67
5000.0,2008-03-23,to pay off some money i owe so i can get,520.0,ca,7 years,0.0
10000.0,2008-03-23,i want to pay down my debt,540.0,pa,10+ years,56.21
10000.0,2008-03-23,family emergency in another state!!!!,563.0,mo,< 1 year,1.56
25000.0,2008-03-23,want to consolidate credit card debt,576.0,me,< 1 year,34.89
5000.0,2008-03-23,credit cards,488.0,nc,3 years,527.0
20000.0,2008-03-23,debt_consolidation,717.0,ok,< 1 year,30.45
2000.0,2008-03-23,auto repair,,oh,3 years,-1.0
15000.0,2008-03-23,tiger academy martial arts growth loan,,sd,5 years,-1.0
5000.0,2008-03-23,other,625.0,il,< 1 year,0.78
25000.0,2008-03-23,business start up,595.0,oh,4 years,11.95
10000.0,2008-03-23,trying to get out off dept to buy house.,508.0,in,< 1 year,16.67
3500.0,2008-03-23,personal loan,527.0,ga,< 1 year,9.48
20000.0,2008-03-23,pay off high interest loans,514.0,id,10+ years,46.4
500.0,2008-03-23,just to catch up,0.0,tx,8 years,0.0
19510.0,2008-03-23,debt_consolidation,676.0,ma,< 1 year,8.85
1000.0,2008-03-23,going back to school,549.0,oh,2 years,2.61
