requested_amount_usd,application_date,request_title,screening_score,debt_to_income_text,region_code,employment_tenure_text,policy_code
17000,2007-12-03,Nuchols,712,1.78%,WA,5 years,0
3000,2007-12-03,i need to pay the taxes on my home,537,15.24%,TX,< 1 year,0
5000,2007-12-03,sgriffin21224,415,1.07%,MD,< 1 year,0
3500,2007-12-03,kahneracer09,546,2.03%,OH,10+ years,0
5000,2007-12-03,debt_consolidation,668,50.24%,NJ,2 years,0
5000,2007-12-03,Need help,422,7.47%,TX,< 1 year,0
15000,2007-12-03,other,578,38.95%,NM,6 years,0
13000,2007-12-03,debt_consolidation,705,31.45%,NJ,< 1 year,0
500,2007-12-03,mailman,505,9.04%,TN,10+ years,0
1300,2007-12-03,ShawnP911,574,2.27%,TX,1 year,0
16500,2007-12-03,major_purchase,653,9.60%,CO,6 years,0
20000,2007-12-03,justkell,628,12.91%,NY,5 years,0
5000,2007-12-03,jentana,0,0%,WA,8 years,0
7000,2007-12-03,Supernanny,454,13.52%,TX,2 years,0
20000,2007-12-03,Consolidate High Interest Credit Cards. ,,100%,LA,10+ years,0
5000,2007-12-04,daniel friend of billw,580,11.52%,AZ,3 years,0
1250,2007-12-04,Doc72,477,15.38%,OH,7 years,0
6000,2007-12-04,tilegal1,580,18.56%,FL,10+ years,0
20000,2007-12-04,halfkrazy,457,28.16%,VA,9 years,0
25000,2007-12-04,Real Estate Acquisition - Seed Fund,679,15.19%,FL,5 years,0
1500,2007-12-04,major_purchase,711,0.31%,GA,2 years,0
15000,2007-12-04,debt_consolidation,659,6.45%,NC,2 years,0
15000,2007-12-04,primowhse,577,15.41%,TX,10+ years,0
1000,2007-12-04,njoy41501,462,1.42%,NY,1 year,0
17000,2007-12-04,East Ave,632,67.63%,NY,< 1 year,0
12000,2007-12-04,deborah99,412,0%,GA,10+ years,0
10000,2007-12-04,Nelle14,496,1.26%,WI,< 1 year,0
2600,2007-12-04,cdoucette,665,57.52%,VA,9 years,0
15000,2007-12-04,debt_consolidation,637,20.96%,NC,10+ years,0
18500,2007-12-04,debt_consolidation,644,80.71%,MO,1 year,0
18000,2007-12-04,debt_consolidation,689,46.25%,NY,8 years,0
10100,2007-12-04,debt_consolidation,698,56.43%,IN,2 years,0
16000,2007-12-04,roomeht,612,7.67%,DC,7 years,0
3000,2007-12-04,Needing a car,0,0%,NC,1 year,0
2000,2007-12-04,Single Mom,432,11.30%,FL,8 years,0
6000,2007-12-04,Getting ready for New Baby,657,18.70%,IN,4 years,0
2000,2007-12-04,VenomDesign,592,16.06%,NJ,1 year,0
10000,2007-12-04,vining,488,0.46%,MA,2 years,0
1000,2007-12-04,other,,100%,NY,6 years,0
15000,2007-12-04,Personal Loan,768,17.84%,MA,8 years,0
20000,2007-12-04,newport4,620,13.56%,MA,6 years,0
2000,2007-12-04,M5Le,522,28.13%,MA,< 1 year,0
15000,2007-12-04,debt_consolidation,638,32.29%,WI,7 years,0
2000,2007-12-04,awright,545,100.34%,CO,9 years,0
500,2007-12-04,Jonn_Tour,0,0%,CO,2 years,0
15000,2007-12-04,ericmichael,0,0%,FL,10+ years,0
5000,2007-12-04,ChrisBoston,617,9.45%,MA,< 1 year,0
500,2007-12-04,thestormisover,438,6.58%,MO,4 years,0
3000,2007-12-04,needhelpnow,417,11.51%,OH,1 year,0
10000,2007-12-04,debt_consolidation,668,63.02%,WI,4 years,0
20000,2007-12-04,mercyenterprises,676,17.09%,GA,5 years,0
1000,2007-12-04,mysticair29,0,0%,FL,1 year,0
7500,2007-12-04,debt_consolidation,635,4.78%,NJ,8 years,0
5000,2007-12-04,bbrooks21224,0,0%,MD,< 1 year,0
4000,2007-12-04,rayeanng,489,1.50%,MO,4 years,0
25000,2007-12-04,Lovemykids,476,27.50%,WA,1 year,0
1200,2007-12-04,bad_boy17872,0,0%,MD,< 1 year,0
15000,2007-12-04,indebtneedhelppz,633,452.47%,TN,< 1 year,0
5000,2007-12-04,Zanthina1,647,56.52%,MO,< 1 year,0
500,2007-12-04,blackdancer85,436,20.35%,NY,< 1 year,0
12000,2007-12-04,Sarge,567,22.29%,MD,10+ years,0
6000,2007-12-04,lanza1960,657,9.30%,FL,5 years,0
7500,2007-12-04,GypsyBear,485,17.50%,OH,< 1 year,0
3000,2007-12-04,pumpkin,0,0%,AK,10+ years,0
10000,2007-12-04,NEWJERSEY1979,515,9.84%,GA,3 years,0
2500,2007-12-04,becky313,471,0%,AZ,1 year,0
25000,2007-12-04,Bitonto,752,19.18%,MN,< 1 year,0
25000,2007-12-04,rjmarchetti,711,30.26%,CT,6 years,0
2300,2007-12-04,jeh,516,2.77%,FL,5 years,0
25000,2007-12-04,chocaloca,691,90%,MN,< 1 year,0
4000,2007-12-04,Vinyah,0,0%,FL,< 1 year,0
25000,2007-12-04,elias,690,22.20%,MN,3 years,0
5000,2007-12-04,other,,100%,NY,6 years,0
8000,2007-12-04,debt_consolidation,625,30.94%,FL,10+ years,0
2000,2007-12-04,Becky,528,0%,FL,3 years,0
10500,2007-12-04,debt_consolidation,628,44.76%,NY,10+ years,0
5000,2007-12-04,phil0504,484,22.57%,VA,1 year,0
16500,2007-12-04,major_purchase,686,78.29%,CO,< 1 year,0
5000,2007-12-04,nurseKelli,573,6.16%,AZ,< 1 year,0
5000,2007-12-04,gabby02,764,33.93%,WI,< 1 year,0
20000,2007-12-04,debt_consolidation,646,19.50%,NY,< 1 year,0
2000,2007-12-04,oneevildreamer,439,3.42%,MD,1 year,0
10000,2007-12-04,msnyla27,502,30.63%,MD,2 years,0
6000,2007-12-04,other,680,35.10%,NM,8 years,0
15000,2007-12-04,other,734,31.14%,FL,< 1 year,0
15000,2007-12-04,debt_consolidation,686,51%,KS,10+ years,0
1000,2007-12-04,meglundy,430,16.21%,WI,< 1 year,0
1500,2007-12-04,tek,572,7.01%,FL,1 year,0
3000,2007-12-04,other,702,2.72%,WY,< 1 year,0
10000,2007-12-04,other,621,17.14%,NY,2 years,0
1500,2007-12-04,startup capital,448,16.75%,TN,< 1 year,0
20800,2007-12-04,miketips,663,22.77%,TX,< 1 year,0
2500,2007-12-04,rusty1,432,48.61%,TX,< 1 year,0
5000,2007-12-04,home_improvement,,100%,IN,10+ years,0
7400,2007-12-04,Credit Card  Debit,720,13.07%,TX,< 1 year,0
500,2007-12-04,jnycgirl23,485,0%,NY,5 years,0
12000,2007-12-04,arizona2007,651,30.37%,AZ,2 years,0
1000,2007-12-04,ashiz,510,10.82%,MA,1 year,0
17000,2007-12-04,snips,662,16.67%,WA,4 years,0
500,2007-12-05,CBarnum,526,0%,AZ,4 years,0
1500,2007-12-05,DRWILLIAMS47,549,53.26%,VA,4 years,0
5000,2007-12-05,shekinah22,416,0%,WV,1 year,0
22000,2007-12-05,debt_consolidation,722,42.66%,MD,10+ years,0
15000,2007-12-05,piszard,554,67.14%,VA,< 1 year,0
2000,2007-12-05,BC1204,542,7.83%,GA,2 years,0
9900,2007-12-05,lasalsa07,581,26.45%,ME,1 year,0
12000,2007-12-05,lulu13551,673,8.76%,TX,5 years,0
4000,2007-12-05,ewgf2002,498,0%,MD,1 year,0
14000,2007-12-05,kgarraway,711,10.51%,NY,1 year,0
9800,2007-12-05,backhoeboy,490,38.04%,NC,10+ years,0
20000,2007-12-05,other,667,4.67%,IN,6 years,0
1000,2007-12-05,candygirl,447,17.93%,VA,10+ years,0
5000,2007-12-05,Dental/Personal Loan,715,23.15%,FL,1 year,0
4000,2007-12-05,lisagould,520,42.18%,CO,2 years,0
12000,2007-12-05,other,788,0%,NC,10+ years,0
3000,2007-12-05,Jerrygould,485,31.15%,CO,2 years,0
12375,2007-12-05,Consolidation,688,15.43%,SC,10+ years,0
2000,2007-12-05,dirkman,577,3.30%,MS,2 years,0
3000,2007-12-05,singlemotherof5,585,15.86%,IN,4 years,0
16500,2007-12-05,CFguy,540,11.57%,WI,< 1 year,0
5500,2007-12-05,other,692,62.20%,GA,6 years,0
15000,2007-12-05,debt_consolidation,,100%,IN,10+ years,0
6500,2007-12-05,other,727,15.40%,MA,6 years,0
15000,2007-12-05,debt_consolidation,654,52.07%,NC ,6 years,0
7500,2007-12-05,mjkbed,443,14.43%,NJ ,< 1 year,0
20000,2007-12-05,nomorebanks,678,15.41%,VA ,3 years,0
6000,2007-12-05,dave58,0,0%,SC,< 1 year,0
6000,2007-12-05,debt_consolidation,678,55.36%,NC,2 years,0
20000,2007-12-05,debt_consolidation,668,27.72%,NJ,< 1 year,0
5000,2007-12-05,shekinah465,416,0%,WV,1 year,0
800,2007-12-05,browngx421,557,31.72%,FL,4 years,0
24000,2007-12-05,debt_consolidation,610,14.73%,NJ,2 years,0
6500,2007-12-05,Nigeria,463,11.53%,MD,2 years,0
1500,2007-12-05,other,,100%,GA,< 1 year,0
5000,2007-12-05,moosey45,557,4.45%,MO,1 year,0
2000,2007-12-05,mnms,467,8.03%,AZ,10+ years,0
1500,2007-12-05,other,0,0.96%,NC,< 1 year,0
2500,2007-12-05,BILLYKISSO,506,22.32%,IN,3 years,0
5000,2007-12-05,dubc16,0,0%,OH,1 year,0
5000,2007-12-05,fef1616,695,21.02%,OH,9 years,0
8000,2007-12-05,Irish80,653,58.66%,NY,3 years,0
15000,2007-12-05,other,661,28.31%,NJ,10+ years,0
3000,2007-12-05,Cash,511,3.75%,WI,7 years,0
600,2007-12-05,Jwilkins120,547,38.76%,MS,2 years,0
4000,2007-12-05,brsmith46,676,14.59%,TN,1 year,0
2500,2007-12-05,Getting out of debt,391,5.16%,IL,6 years,0
25000,2007-12-05,Sgmbags,647,7.30%,VA,< 1 year,0
2000,2007-12-05,School and Rent Help,705,12.16%,MO,10+ years,0
3500,2007-12-05,other,,100%,GA,< 1 year,0
2500,2007-12-05,major_purchase,718,92.68%,UT,10+ years,0
15000,2007-12-05,SteveRn,640,34.78%,TX,10+ years,0
20000,2007-12-05,Debt consolidation,726,48.79%,GA,7 years,0
20000,2007-12-05,debt_consolidation,586,108.15%,IN,10+ years,0
3500,2007-12-05,movingforward,607,20.58%,NE,< 1 year,0
21000,2007-12-05,Fairytale Wedding,792,9.14%,FL,6 years,0
19000,2007-12-05,debt_consolidation,620,13.23%,GA,2 years,0
25000,2007-12-05,rndiver,654,20.08%,WA,< 1 year,0
3600,2007-12-05,debt consolidation,646,18.53%,WI,< 1 year,0
8000,2007-12-05,other,618,10.08%,GA,3 years,0
5000,2007-12-05,needhelp,502,0%,OH,10+ years,0
2500,2007-12-05,silver2756,467,16.35%,VA,1 year,0
15000,2007-12-05,Gdrive13,625,43.74%,FL ,< 1 year,0
10000,2007-12-05,salgal,704,50.08%,WA,10+ years,0
3500,2007-12-05,debtBgone,436,41.81%,AK,5 years,0
500,2007-12-05,close a high rate credit card,738,9.87%,IN,< 1 year,0
525,2007-12-05,Poor student getting married!,722,0.28%,MA,< 1 year,0
25000,2007-12-05,EstateRose,685,32.47%,WA,5 years,0
500,2007-12-05,consolidate my debt,807,0.33%,FL,< 1 year,0
9000,2007-12-06,debt_consolidation,669,26.76%,KS,10+ years,0
15000,2007-12-06,rbennett,578,14.43%,NY,3 years,0
25000,2007-12-06,speedycalabro2,616,18.21%,MA,< 1 year,0
5000,2007-12-06,crystal,501,30.32%,FL,5 years,0
7500,2007-12-06,debt_consolidation,627,35.73%,NY,10+ years,0
20000,2007-12-06,"I have an obligation of child support that I thought had been rectified when the ex had said(in court) I owed her 10,000 dollars,and that was all she wanted.The state continued to add on to this debt and again I am in the red with this obligation.I am on retirement income(fixed)but do pay my bills.If this loan is granted I will aquire a life insurance policy on my life and have the grantor of this loan as the beneficiary while I continue to make payments in a timely manner.",681,444.75%,WI,10+ years,0
2000,2007-12-06,angelademahy,496,8.01%,FL,2 years,0
14000,2007-12-06,netager,628,20.75%,SC,2 years,0
2500,2007-12-06,soloaj42,402,15.83%,SC,7 years,0
25000,2007-12-06,chmarykay,442,3.36%,GA,10+ years,0
20000,2007-12-06,other,700,5.89%,GA,6 years,0
500,2007-12-06,rick,470,325.60%,AZ,5 years,0
2500,2007-12-06,barryd444,429,21.28%,OH,10+ years,0
1500,2007-12-06,debt_consolidation,,100%,GA,< 1 year,0
20000,2007-12-06,darren1098,636,30.90%,TN,3 years,0
5000,2007-12-06,redraider44,550,0%,TX,8 years,0
20000,2007-12-06,other,657,24.84%,NY,10+ years,0
5000,2007-12-06,Joybird04,731,14.24%,IN,1 year,0
2000,2007-12-06,caracofe77,606,22.52%,FL,1 year,0
6000,2007-12-06,major_purchase,711,0%,NJ,3 years,0
1500,2007-12-06,ginparo,616,18.85%,AR,10+ years,0
7000,2007-12-06,Pack,388,45.55%,CO,2 years,0
20000,2007-12-06,debt_consolidation,655,22.48%,MD,10+ years,0
3000,2007-12-06,Arcturus4,666,7.33%,TN,< 1 year,0
13000,2007-12-06,major_purchase,706,14.76%,IN,4 years,0
5000,2007-12-06,animaluva76,542,26.82%,FL,10+ years,0
6000,2007-12-06,cbcclyne,433,1.44%,GA,< 1 year,0
1500,2007-12-06,other,585,17.59%,IN ,4 years,0
500,2007-12-06,tessa102576,0,0%,TX,< 1 year,0
4000,2007-12-06,debt_consolidation,684,7.07%,MD,< 1 year,0
500,2007-12-06,cynner,424,26.73%,MO,5 years,0
6000,2007-12-06,other,692,51.83%,GA,6 years,0
2500,2007-12-06,tem612,537,5.42%,CT,7 years,0
25000,2007-12-06,Bella06,435,19.20%,NY,3 years,0
9500,2007-12-06,joseprz,522,16.61%,IN,10+ years,0
20750,2007-12-06,chrisshollis,678,44.98%,TX,< 1 year,0
3500,2007-12-06,vcsmith48b,599,45.39%,TN,< 1 year,0
17000,2007-12-06,debt_consolidation,669,46.33%,FL,10+ years,0
3500,2007-12-06,Tx_beauty77,0,6%,TX,1 year,0
1000,2007-12-06,budvic,475,14.18%,TX,4 years,0
25000,2007-12-06,Reggie Dingle,614,7.85%,NC,10+ years,0
5000,2007-12-06,pleasehelpme,0,0%,TX,2 years,0
2000,2007-12-06,other,651,87.84%,LA,< 1 year,0
3000,2007-12-06,other,695,0%,NY,3 years,0
500,2007-12-06,ghostn,482,14.48%,FL,< 1 year,0
15000,2007-12-06,wan9,643,16.67%,GA,2 years,0
4000,2007-12-06,gisgeekgirl,399,3.51%,UT,1 year,0
7000,2007-12-06,darbon,619,37.14%,WI,10+ years,0
10000,2007-12-06,chaay123,523,0%,OH,1 year,0
5000,2007-12-06,will2146,460,27.48%,WI,9 years,0
10000,2007-12-06,major_purchase,648,20.12%,NJ,6 years,0
20000,2007-12-06,Credit,703,11.91%,NJ,10+ years,0
800,2007-12-06,Vanessa24,494,3.84%,NV,1 year,0
4000,2007-12-06,Christmas and consolidate two bills,675,12.25%,NC,4 years,0
20000,2007-12-06,major_purchase,707,15.36%,NH,6 years,0
25000,2007-12-06,Ronald Sapp,575,25.05%,OH,7 years,0
500,2007-12-06,Falkie2007,443,9.04%,AZ,10+ years,0
20000,2007-12-06,home_improvement,,100%,GA,4 years,0
500,2007-12-06,Bonnie Scott,479,19.36%,GA,4 years,0
6500,2007-12-06,debt_consolidation,664,29.33%,MO,4 years,0
25000,2007-12-06,ezGear is Growing,800,8.20%,UT,4 years,0
20000,2007-12-06,major_purchase,715,5.55%,FL,4 years,0
10000,2007-12-06,HowBoutDemCowboys,621,23.72%,WA,2 years,0
20000,2007-12-06,debt_consolidation,,100%,NY,4 years,0
3000,2007-12-06,Jtedgar,593,30.16%,UT,6 years,0
5000,2007-12-06,grace,499,24.33%,TX,4 years,0
5000,2007-12-06,major_purchase,660,41.13%,GA,4 years,0
12000,2007-12-06,jnjcoombs,407,10.57%,NJ,10+ years,0
10000,2007-12-06,other,677,11.82%,GA,10+ years,0
10000,2007-12-06,dcas,755,25.67%,NY,10+ years,0
13000,2007-12-06,debt_consolidation,664,64.64%,CO,< 1 year,0
3000,2007-12-06,ntu,593,25.81%,HI,7 years,0
8000,2007-12-06,other,681,37.84%,FL,< 1 year,0
2000,2007-12-06,fuzzywoman,641,6.16%,WA,< 1 year,0
25000,2007-12-07,SAStover,622,68.44%,CT,< 1 year,0
14000,2007-12-07,bmlongmire,603,41.33%,GA,< 1 year,0
10000,2007-12-07,debt_consolidation,686,36.75%,WI,6 years,0
20000,2007-12-07,irishgolfpro1,535,2.76%,MT,1 year,0
15000,2007-12-07,upliftus,508,18.04%,TN,4 years,0
5000,2007-12-07,FoxysWorld,422,1.04%,MD,2 years,0
20000,2007-12-07,debt_consolidation,639,7.08%,GA,10+ years,0
2500,2007-12-07,indiana1970,417,15.47%,IN,< 1 year,0
3500,2007-12-07,nsummitt,518,22.21%,GA,1 year,0
1500,2007-12-07,Apples,515,16.91%,AZ,1 year,0
1500,2007-12-07,other,655,41.52%,NC,8 years,0
15000,2007-12-07,mysaved22,677,26.92%,MT,2 years,0
500,2007-12-07,Bank,712,38.93%,TN,2 years,0
25000,2007-12-07,rmagedler,627,13.54%,FL,10+ years,0
2600,2007-12-07,stuartja,496,25.47%,OH,2 years,0
2500,2007-12-07,sunshine1328,544,20.64%,KY,2 years,0
20000,2007-12-07,CoachAM,532,15.33%,IN,< 1 year,0
20000,2007-12-07,crystalmychelle,732,36.96%,FL,1 year,0
8000,2007-12-07,Personal,675,12.54%,KS,1 year,0
1500,2007-12-07,jonjessi,523,14.22%,TX,5 years,0
7500,2007-12-07,gwill,418,15.66%,TX,< 1 year,0
5000,2007-12-07,mwalkup,625,13.48%,TX,1 year,0
8000,2007-12-07,Roccos Mom,565,33.65%,VT,3 years,0
4000,2007-12-07,Alanisgood,631,9.60%,DC,< 1 year,0
6100,2007-12-07,thill123,600,7.52%,TX,9 years,0
23000,2007-12-07,mnordin,694,17.50%,AK,1 year,0
10000,2007-12-07,leo,500,14.98%,NM,1 year,0
2000,2007-12-07,bugg2563,443,2.47%,OR,1 year,0
15000,2007-12-07,debt_consolidation,700,30.02%,NY,10+ years,0
2500,2007-12-07,chrisstark79,569,14.07%,KS,1 year,0
5000,2007-12-07,JJ3,573,14.81%,IN,< 1 year,0
8000,2007-12-07,kwalkup,642,470.40%,TX,< 1 year,0
20000,2007-12-07,Need Capital for Business Expansion,749,5.70%,MD,1 year,0
1000,2007-12-07,rockyvalley,627,19.61%,WV,< 1 year,0
3000,2007-12-07,other,622,2%,MA,10+ years,0
10000,2007-12-07,debt_consolidation,661,24.82%,NJ,< 1 year,0
6500,2007-12-07,Ms. Betnon,406,27.04%,MO,7 years,0
5000,2007-12-07,ecb,635,4.19%,CA,1 year,0
500,2007-12-07,beaubrummel9,425,25.96%,FL,1 year,0
25000,2007-12-07,grace-55,579,47.69%,FL,10+ years,0
1500,2007-12-07,REY P,556,0%,WA,< 1 year,0
25000,2007-12-07,briankeith,643,10.40%,OH,10+ years,0
20000,2007-12-07,debt_consolidation,666,46.92%,NJ,< 1 year,0
12000,2007-12-07,other,660,36%,GA,6 years,0
3000,2007-12-07,other,681,66.07%,NJ,2 years,0
21000,2007-12-07,debt_consolidation,666,15.53%,AL,4 years,0
3000,2007-12-07,major_purchase,639,6.20%,MO,8 years,0
10000,2007-12-07,jonathan_87401,603,36.65%,NM,5 years,0
7000,2007-12-07,help me please,533,13.52%,KY,7 years,0
4000,2007-12-07,debt_consolidation,683,40.05%,NC,< 1 year,0
8000,2007-12-07,chicago34,522,23.74%,TX,10+ years,0
8000,2007-12-07,SLR7166,640,40.75%,OH,10+ years,0
5000,2007-12-07,Stephan,469,3.87%,OH,2 years,0
10000,2007-12-07,shelb1,531,46.58%,TX,3 years,0
1500,2007-12-07,major_purchase,624,2.50%,NE,< 1 year,0
15000,2007-12-07,other,524,0%,NY,2 years,0
1500,2007-12-07,alexaz,547,14.58%,MT,5 years,0
10000,2007-12-07,dg99,501,0%,NY,< 1 year,0
2000,2007-12-07,tjm83,0,0%,NY,4 years,0
9800,2007-12-07,SalesPro7,705,15.66%,CA,3 years,0
1000,2007-12-07,Jardy,715,40.89%,AZ,2 years,0
21000,2007-12-07,UFC,755,0%,MA,< 1 year,0
2000,2007-12-08,ConsumingFire02,543,4.98%,MO,< 1 year,0
6000,2007-12-08,elise0185,565,9.40%,TN,< 1 year,0
10000,2007-12-08,eluevano,566,0.84%,FL,5 years,0
15000,2007-12-08,jenprice5950,512,26.35%,OH,3 years,0
10000,2007-12-08,jelkins,468,19.48%,MO,< 1 year,0
15000,2007-12-08,gailmindy,693,15.57%,TX,1 year,0
20000,2007-12-08,debt_consolidation,697,39.68%,NY,< 1 year,0
22650.58,2007-12-08,debt_consolidation,712,24.78%,NC,4 years,0
2500,2007-12-08,paseaj,676,28.07%,MN,1 year,0
12000,2007-12-08,major_purchase,,100%,NY,8 years,0
25000,2007-12-08,welisarage61,508,14.73%,MA,3 years,0
5000,2007-12-08,Vlacho,0,0.59%,FL,3 years,0
10000,2007-12-08,Jennaleena1,0,4.80%,NY,2 years,0
700,2007-12-08,rebelgirrl,452,12.59%,MA,< 1 year,0
2450,2007-12-08,Pay off Medical Bills!,670,10.67%,WA,< 1 year,0
7500,2007-12-08,justin332,582,19.72%,IN,4 years,0
3000,2007-12-08,alancaster34,600,17.43%,SC,< 1 year,0
3000,2007-12-08,other,0,0%,GA,10+ years,0
7000,2007-12-08,brokegirl1,414,2.40%,OH,1 year,0
7000,2007-12-08,poorgirl1,530,0%,OH,2 years,0
6000,2007-12-08,chelly,601,8.82%,IN,8 years,0
4000,2007-12-08,gelmor9994,457,12%,NC,2 years,0
9000,2007-12-08,yancyrandi,564,3.58%,AK,< 1 year,0
5500,2007-12-08,1999,715,1.46%,NC,3 years,0
8000,2007-12-08,major_purchase,,100%,NY,6 years,0
3000,2007-12-08,RileySkye,,100%,AK,1 year,0
20000,2007-12-08,debt_consolidation,647,26.71%,GA,10+ years,0
5000,2007-12-08,grateful,521,17.46%,IL,10+ years,0
2500,2007-12-08,other,643,22.54%,IN,10+ years,0
7000,2007-12-08,Personal loan,664,1.30%,NY ,8 years,0
500,2007-12-08,dhakgilim,648,10.39%,MN,4 years,0
11000,2007-12-08,MBA Grad_08,649,31.22%,FL,< 1 year,0
15000,2007-12-08,debt_consolidation,,100%,GA,6 years,0
20000,2007-12-09,BEVERLY,551,300.42%,NY,5 years,0
4000,2007-12-09,Land Purchase Loan,679,2.20%,MO,< 1 year,0
10000,2007-12-09,cardhelp107,504,39.80%,CA,5 years,0
15000,2007-12-09,Geo38,655,43%,NY,< 1 year,0
2800,2007-12-09,amber84,0,0%,FL,6 years,0
1000,2007-12-09,don65,427,18.36%,FL,10+ years,0
3000,2007-12-09,major_purchase,660,0%,CO,4 years,0
3500,2007-12-09,iminneed,553,8.65%,OH,9 years,0
1500,2007-12-09,hotsweetmami143,0,1.50%,NY,< 1 year,0
8500,2007-12-09,soontobemarried,512,8.36%,CA,< 1 year,0
25000,2007-12-09,ECF777,523,12.62%,NJ,10+ years,0
5000,2007-12-09,ballpark,472,2.40%,TX,4 years,0
25000,2007-12-09,jlwiseman,433,2.23%,OH,2 years,0
2000,2007-12-09,bnmein07,0,9.33%,FL,3 years,0
7000,2007-12-09,JOHNG01,546,0%,NC,2 years,0
3500,2007-12-09,"Good day, I appreciate your consideration of my loan request.   Currently, I work as an independent contractor for the Federal Government, driving for a limousine service which transports Congressmen, Senators and other Government officials around Washington, DC. I am a very trustworthy and honest person with security clearance and have been with this company for almost 2 years. Prior to that, I managed a restaurant for over 20 years.   Purpose of Loan:  If I am fortunate to be granted a loan through LendingClub, I would use the money to pay my son's medical bill.  He has a $2,500 medical bill that I would like to pay off for him.   This is not a loan out of necessity....I am relatively debt free and have few expenses. I recently moved into my son's in-law suite in his home and do not have to pay rent, nor do I have any other living expenses such as utilities, however, I do help out with groceries and other small expenses.   Total Amount Requested: $3500 Monthly Net Income: I earn an average of $3,000/mo. net from my job as a diplomatic chauffeur, not including overtime.   Monthly Expenses BEFORE LendingClub Loan: $1,110  Housing: $ 0  Insurance: $ 110  Car expenses: $ 200  Utilities: $ 0  Phone, cable, internet: $ 0  Food, entertainment: $ 300  Clothing, household expenses $ 100  Credit cards and other loans: $ 150  Other expenses: $ 250   Monthly Expenses AFTER LendingClub Loan: $1,250(includes LendingClub loan payment of $150)   As you can see, I will have $1,800 left from my salary after payment of my LendingClub loan.   I have good credit and take my obligations very seriously.  According to my Experian credit report, my credit score is 712. I pride myself on always making my payments on time & will continue to do so with this LendingClub loan. I have a very clean credit history with NO Delinquencies in the past seven years. Improving my credit score is extremely important to me. I can reassure lenders that their investment in me is very safe. The repayment of my LendingClub loan will be the 1st priority each month, with payments automatically withdrawn from my bank account. I promise to make all my payments on time & never default on this loan. Thank you again for considering my loan request!  ",684,14.70%,DC,2 years,0
